threshold,fpr,tpr
0.63228834,0.14080000,0.24368000
0.63228565,0.14080000,0.24376000
0.63227725,0.14080000,0.24392000
0.63225955,0.14088000,0.24392000
0.63221866,0.14088000,0.24400000
0.63220584,0.14096000,0.24400000
0.63219786,0.14104000,0.24408000
0.63219821,0.14104000,0.24400000
0.63216013,0.14112000,0.24408000
0.63214773,0.14120000,0.24408000
0.63212985,0.14120000,0.24416000
0.63206220,0.14128000,0.24456000
0.63206983,0.14128000,0.24448000
0.63212860,0.14128000,0.24416000
0.63212126,0.14128000,0.24424000
0.63207966,0.14128000,0.24440000
0.63210613,0.14128000,0.24432000
0.63204980,0.14136000,0.24456000
0.63201135,0.14144000,0.24464000
0.63197678,0.14144000,0.24488000
0.63198835,0.14144000,0.24480000
0.63204694,0.14144000,0.24456000
0.63200575,0.14144000,0.24472000
0.63197154,0.14144000,0.24496000
0.63194573,0.14152000,0.24496000
0.63193667,0.14160000,0.24496000
0.63193208,0.14168000,0.24496000
0.63191772,0.14176000,0.24496000
0.63189822,0.14184000,0.24496000
0.63186377,0.14184000,0.24504000
0.63183653,0.14184000,0.24512000
0.63182729,0.14192000,0.24512000
0.63182509,0.14192000,0.24520000
0.63180512,0.14200000,0.24520000
0.63179427,0.14200000,0.24536000
0.63177371,0.14200000,0.24544000
0.63179684,0.14200000,0.24528000
0.63174325,0.14208000,0.24544000
0.63163203,0.14216000,0.24560000
0.63171411,0.14216000,0.24552000
0.63174224,0.14216000,0.24544000
0.63153964,0.14224000,0.24568000
0.63153654,0.14224000,0.24576000
0.63154054,0.14224000,0.24560000
0.63151717,0.14232000,0.24584000
0.63151413,0.14232000,0.24600000
0.63151610,0.14232000,0.24592000
0.63152754,0.14232000,0.24576000
0.63149023,0.14232000,0.24608000
0.63147521,0.14240000,0.24608000
0.63144386,0.14248000,0.24608000
0.63138533,0.14256000,0.24632000
0.63141489,0.14256000,0.24624000
0.63142192,0.14256000,0.24616000
0.63143331,0.14256000,0.24608000
0.63138342,0.14264000,0.24632000
0.63134110,0.14264000,0.24640000
0.63127297,0.14272000,0.24648000
0.63129777,0.14272000,0.24640000
0.63126099,0.14272000,0.24656000
0.63122219,0.14280000,0.24664000
0.63117385,0.14280000,0.24672000
0.63122958,0.14280000,0.24656000
0.63114613,0.14288000,0.24680000
0.63113332,0.14288000,0.24688000
0.63116443,0.14288000,0.24672000
0.63113117,0.14296000,0.24688000
0.63110024,0.14296000,0.24696000
0.63105989,0.14304000,0.24712000
0.63107127,0.14304000,0.24704000
0.63109225,0.14304000,0.24696000
0.63103586,0.14304000,0.24720000
0.63102740,0.14304000,0.24728000
0.63101935,0.14312000,0.24728000
0.63097447,0.14320000,0.24728000
0.63091636,0.14328000,0.24728000
0.63089377,0.14328000,0.24736000
0.63088840,0.14328000,0.24744000
0.63086385,0.14328000,0.24752000
0.63078719,0.14336000,0.24768000
0.63070685,0.14336000,0.24816000
0.63071209,0.14336000,0.24808000
0.63082874,0.14336000,0.24760000
0.63075781,0.14336000,0.24784000
0.63077354,0.14336000,0.24776000
0.63083565,0.14336000,0.24752000
0.63074166,0.14336000,0.24800000
0.63074195,0.14336000,0.24792000
0.63070142,0.14344000,0.24816000
0.63069862,0.14352000,0.24816000
0.63069510,0.14360000,0.24816000
0.63067406,0.14368000,0.24816000
0.63060212,0.14376000,0.24840000
0.63057095,0.14376000,0.24848000
0.63062280,0.14376000,0.24832000
0.63065469,0.14376000,0.24816000
0.63064760,0.14376000,0.24824000
0.63053399,0.14384000,0.24848000
0.63050628,0.14392000,0.24848000
0.63046873,0.14392000,0.24872000
0.63047242,0.14392000,0.24864000
0.63048655,0.14392000,0.24856000
0.63044953,0.14400000,0.24872000
0.63043839,0.14400000,0.24896000
0.63040757,0.14400000,0.24904000
0.63044727,0.14400000,0.24880000
0.63044637,0.14400000,0.24888000
0.63032323,0.14408000,0.24944000
0.63034749,0.14408000,0.24936000
0.63035959,0.14408000,0.24928000
0.63037300,0.14408000,0.24920000
0.63038927,0.14408000,0.24904000
0.63038117,0.14408000,0.24912000
0.63031995,0.14416000,0.24944000
0.63023603,0.14424000,0.24952000
0.63013136,0.14424000,0.24968000
0.63027352,0.14424000,0.24944000
0.63020140,0.14424000,0.24960000
0.63008481,0.14432000,0.24992000
0.63009089,0.14432000,0.24984000
0.63009489,0.14432000,0.24968000
0.63009316,0.14432000,0.24976000
0.63008237,0.14432000,0.25000000
0.62999398,0.14440000,0.25016000
0.63004279,0.14440000,0.25000000
0.62999570,0.14440000,0.25008000
0.62992716,0.14448000,0.25040000
0.62994272,0.14448000,0.25032000
0.62998313,0.14448000,0.25016000
0.62994951,0.14448000,0.25024000
0.62986505,0.14456000,0.25048000
0.62989843,0.14456000,0.25040000
0.62982690,0.14464000,0.25056000
0.62983292,0.14464000,0.25048000
0.62964171,0.14472000,0.25136000
0.62977332,0.14472000,0.25080000
0.62982208,0.14472000,0.25056000
0.62965333,0.14472000,0.25120000
0.62964606,0.14472000,0.25128000
0.62968642,0.14472000,0.25112000
0.62980330,0.14472000,0.25064000
0.62977028,0.14472000,0.25088000
0.62972987,0.14472000,0.25104000
0.62979323,0.14472000,0.25072000
0.62974602,0.14472000,0.25096000
0.62961000,0.14480000,0.25144000
0.62963068,0.14480000,0.25136000
0.62960416,0.14488000,0.25144000
0.62957960,0.14496000,0.25152000
0.62959319,0.14496000,0.25144000
0.62956464,0.14504000,0.25160000
0.62952888,0.14504000,0.25168000
0.62957138,0.14504000,0.25152000
0.62945074,0.14512000,0.25200000
0.62950736,0.14512000,0.25176000
0.62946761,0.14512000,0.25184000
0.62946367,0.14512000,0.25192000
0.62951273,0.14512000,0.25168000
0.62943512,0.14520000,0.25216000
0.62944531,0.14520000,0.25208000
0.62944871,0.14520000,0.25200000
0.62942350,0.14528000,0.25216000
0.62940484,0.14536000,0.25216000
0.62932706,0.14544000,0.25224000
0.62939030,0.14544000,0.25216000
0.62930870,0.14552000,0.25232000
0.62932533,0.14552000,0.25224000
0.62926859,0.14560000,0.25232000
0.62920940,0.14568000,0.25240000
0.62912303,0.14568000,0.25264000
0.62924808,0.14568000,0.25232000
0.62919486,0.14568000,0.25248000
0.62914890,0.14568000,0.25256000
0.62902814,0.14568000,0.25280000
0.62905049,0.14568000,0.25272000
0.62889791,0.14576000,0.25312000
0.62890255,0.14576000,0.25304000
0.62884945,0.14576000,0.25320000
0.62884921,0.14576000,0.25328000
0.62894630,0.14576000,0.25288000
0.62892085,0.14576000,0.25296000
0.62897021,0.14576000,0.25280000
0.62878597,0.14576000,0.25336000
0.62877053,0.14584000,0.25344000
0.62877595,0.14584000,0.25336000
0.62870669,0.14600000,0.25352000
0.62873596,0.14600000,0.25344000
0.62870204,0.14608000,0.25352000
0.62866241,0.14616000,0.25360000
0.62867653,0.14616000,0.25352000
0.62866008,0.14624000,0.25360000
0.62862641,0.14632000,0.25360000
0.62861973,0.14640000,0.25360000
0.62858129,0.14648000,0.25368000
0.62860835,0.14648000,0.25360000
0.62850451,0.14656000,0.25368000
0.62844473,0.14664000,0.25368000
0.62843841,0.14672000,0.25368000
0.62842280,0.14672000,0.25376000
0.62840599,0.14672000,0.25384000
0.62840122,0.14680000,0.25384000
0.62838709,0.14688000,0.25384000
0.62837201,0.14688000,0.25408000
0.62836891,0.14688000,0.25416000
0.62838531,0.14688000,0.25392000
0.62838048,0.14688000,0.25400000
0.62825179,0.14696000,0.25440000
0.62818223,0.14696000,0.25448000
0.62832296,0.14696000,0.25424000
0.62834245,0.14696000,0.25416000
0.62827682,0.14696000,0.25432000
0.62812614,0.14704000,0.25448000
0.62812549,0.14704000,0.25456000
0.62811708,0.14712000,0.25456000
0.62809426,0.14720000,0.25464000
0.62809479,0.14720000,0.25456000
0.62801886,0.14728000,0.25472000
0.62807053,0.14728000,0.25464000
0.62796581,0.14736000,0.25480000
0.62795669,0.14736000,0.25488000
0.62797445,0.14736000,0.25472000
0.62792629,0.14744000,0.25488000
0.62788397,0.14752000,0.25504000
0.62786996,0.14752000,0.25512000
0.62790900,0.14752000,0.25496000
0.62791532,0.14752000,0.25488000
0.62782335,0.14760000,0.25520000
0.62785333,0.14760000,0.25512000
0.62778711,0.14760000,0.25536000
0.62779933,0.14760000,0.25528000
0.62774348,0.14768000,0.25544000
0.62776166,0.14768000,0.25536000
0.62773758,0.14768000,0.25552000
0.62771863,0.14768000,0.25560000
0.62771249,0.14776000,0.25560000
0.62759960,0.14784000,0.25576000
0.62770396,0.14784000,0.25560000
0.62763256,0.14784000,0.25568000
0.62757671,0.14792000,0.25576000
0.62748986,0.14800000,0.25592000
0.62752545,0.14800000,0.25584000
0.62755752,0.14800000,0.25576000
0.62743932,0.14800000,0.25608000
0.62743413,0.14800000,0.25616000
0.62745982,0.14800000,0.25600000
0.62742442,0.14808000,0.25616000
0.62741882,0.14808000,0.25624000
0.62738848,0.14816000,0.25640000
0.62733996,0.14816000,0.25656000
0.62740088,0.14816000,0.25632000
0.62741548,0.14816000,0.25624000
0.62738019,0.14816000,0.25648000
0.62731129,0.14816000,0.25664000
0.62729144,0.14824000,0.25664000
0.62728590,0.14824000,0.25672000
0.62725693,0.14832000,0.25672000
0.62719876,0.14832000,0.25680000
0.62708735,0.14840000,0.25688000
0.62715900,0.14840000,0.25680000
0.62696713,0.14848000,0.25720000
0.62697798,0.14848000,0.25712000
0.62698513,0.14848000,0.25704000
0.62706608,0.14848000,0.25688000
0.62702137,0.14848000,0.25696000
0.62696046,0.14864000,0.25720000
0.62695771,0.14872000,0.25720000
0.62695307,0.14880000,0.25720000
0.62693906,0.14888000,0.25720000
0.62690169,0.14896000,0.25720000
0.62689561,0.14896000,0.25728000
0.62689495,0.14904000,0.25728000
0.62689453,0.14904000,0.25736000
0.62687057,0.14912000,0.25736000
0.62685114,0.14912000,0.25744000
0.62676501,0.14920000,0.25760000
0.62676239,0.14920000,0.25768000
0.62681711,0.14920000,0.25744000
0.62676865,0.14920000,0.25752000
0.62673140,0.14928000,0.25768000
0.62668264,0.14936000,0.25768000
0.62661552,0.14944000,0.25784000
0.62667888,0.14944000,0.25768000
0.62661999,0.14944000,0.25776000
0.62658262,0.14944000,0.25792000
0.62656456,0.14952000,0.25800000
0.62657249,0.14952000,0.25792000
0.62654269,0.14960000,0.25808000
0.62654483,0.14960000,0.25800000
0.62649369,0.14968000,0.25824000
0.62654024,0.14968000,0.25808000
0.62649661,0.14968000,0.25816000
0.62646747,0.14976000,0.25824000
0.62639642,0.14984000,0.25832000
0.62633473,0.14984000,0.25856000
0.62633425,0.14984000,0.25864000
0.62644106,0.14984000,0.25824000
0.62637860,0.14984000,0.25840000
0.62634438,0.14984000,0.25848000
0.62629420,0.14992000,0.25888000
0.62632746,0.14992000,0.25864000
0.62630397,0.14992000,0.25872000
0.62630057,0.14992000,0.25880000
0.62627769,0.15008000,0.25888000
0.62619823,0.15016000,0.25896000
0.62621146,0.15016000,0.25888000
0.62613946,0.15016000,0.25912000
0.62617207,0.15016000,0.25904000
0.62609249,0.15024000,0.25928000
0.62607646,0.15024000,0.25936000
0.62613320,0.15024000,0.25912000
0.62610805,0.15024000,0.25920000
0.62606370,0.15032000,0.25936000
0.62605709,0.15040000,0.25936000
0.62605542,0.15040000,0.25944000
0.62603748,0.15048000,0.25944000
0.62591052,0.15056000,0.25976000
0.62602657,0.15056000,0.25952000
0.62596905,0.15056000,0.25968000
0.62603271,0.15056000,0.25944000
0.62597853,0.15056000,0.25960000
0.62585932,0.15064000,0.25992000
0.62582493,0.15064000,0.26008000
0.62578708,0.15064000,0.26016000
0.62587678,0.15064000,0.25984000
0.62590641,0.15064000,0.25976000
0.62583709,0.15064000,0.26000000
0.62574381,0.15072000,0.26040000
0.62578303,0.15072000,0.26016000
0.62573618,0.15072000,0.26048000
0.62575316,0.15072000,0.26032000
0.62576509,0.15072000,0.26024000
0.62572896,0.15080000,0.26048000
0.62571621,0.15080000,0.26064000
0.62572360,0.15080000,0.26056000
0.62569165,0.15088000,0.26064000
0.62568253,0.15096000,0.26064000
0.62566376,0.15096000,0.26072000
0.62560856,0.15104000,0.26072000
0.62560505,0.15112000,0.26072000
0.62557697,0.15120000,0.26080000
0.62552005,0.15120000,0.26112000
0.62554294,0.15120000,0.26096000
0.62554693,0.15120000,0.26088000
0.62553918,0.15120000,0.26104000
0.62560225,0.15120000,0.26072000
0.62551874,0.15128000,0.26112000
0.62550193,0.15136000,0.26112000
0.62549800,0.15136000,0.26120000
0.62547827,0.15144000,0.26120000
0.62538946,0.15152000,0.26136000
0.62544698,0.15152000,0.26120000
0.62541431,0.15152000,0.26128000
0.62537557,0.15160000,0.26136000
0.62533605,0.15160000,0.26144000
0.62533325,0.15168000,0.26144000
0.62533170,0.15176000,0.26144000
0.62527823,0.15184000,0.26160000
0.62528932,0.15184000,0.26152000
0.62530535,0.15184000,0.26144000
0.62520087,0.15192000,0.26160000
0.62519288,0.15192000,0.26176000
0.62519598,0.15192000,0.26168000
0.62516779,0.15200000,0.26176000
0.62513560,0.15216000,0.26192000
0.62516248,0.15216000,0.26176000
0.62514704,0.15216000,0.26184000
0.62512308,0.15224000,0.26192000
0.62506372,0.15232000,0.26200000
0.62507457,0.15232000,0.26192000
0.62505358,0.15232000,0.26208000
0.62504244,0.15240000,0.26208000
0.62504113,0.15248000,0.26208000
0.62503999,0.15256000,0.26208000
0.62503600,0.15256000,0.26216000
0.62502730,0.15264000,0.26224000
0.62502921,0.15264000,0.26216000
0.62501812,0.15264000,0.26232000
0.62497771,0.15272000,0.26248000
0.62498409,0.15272000,0.26240000
0.62497520,0.15272000,0.26256000
0.62500197,0.15272000,0.26232000
0.62495476,0.15280000,0.26256000
0.62494886,0.15280000,0.26264000
0.62486035,0.15280000,0.26280000
0.62493366,0.15280000,0.26272000
0.62484515,0.15288000,0.26280000
0.62483442,0.15296000,0.26280000
0.62483245,0.15304000,0.26280000
0.62483233,0.15312000,0.26280000
0.62481540,0.15320000,0.26288000
0.62478918,0.15320000,0.26312000
0.62482190,0.15320000,0.26280000
0.62480873,0.15320000,0.26296000
0.62479198,0.15320000,0.26304000
0.62478739,0.15328000,0.26312000
0.62474334,0.15328000,0.26328000
0.62478423,0.15328000,0.26320000
0.62472570,0.15336000,0.26328000
0.62471527,0.15336000,0.26344000
0.62471545,0.15336000,0.26336000
0.62470704,0.15344000,0.26344000
0.62469733,0.15344000,0.26352000
0.62465882,0.15352000,0.26360000
0.62468451,0.15352000,0.26352000
0.62457669,0.15360000,0.26376000
0.62457824,0.15360000,0.26368000
0.62462175,0.15360000,0.26360000
0.62456381,0.15368000,0.26376000
0.62455398,0.15368000,0.26384000
0.62448519,0.15384000,0.26392000
0.62451363,0.15384000,0.26384000
0.62446856,0.15384000,0.26400000
0.62445837,0.15392000,0.26400000
0.62443244,0.15400000,0.26400000
0.62440640,0.15400000,0.26408000
0.62438542,0.15408000,0.26408000
0.62435484,0.15416000,0.26424000
0.62437212,0.15416000,0.26416000
0.62437630,0.15416000,0.26408000
0.62435329,0.15424000,0.26424000
0.62433517,0.15432000,0.26440000
0.62433839,0.15432000,0.26432000
0.62434757,0.15432000,0.26424000
0.62431276,0.15440000,0.26440000
0.62425745,0.15440000,0.26448000
0.62424684,0.15448000,0.26448000
0.62424350,0.15448000,0.26456000
0.62423503,0.15456000,0.26456000
0.62418574,0.15456000,0.26464000
0.62416238,0.15456000,0.26472000
0.62411267,0.15464000,0.26496000
0.62414831,0.15464000,0.26480000
0.62414980,0.15464000,0.26472000
0.62412834,0.15464000,0.26488000
0.62407583,0.15464000,0.26512000
0.62410706,0.15464000,0.26504000
0.62406337,0.15472000,0.26512000
0.62403446,0.15472000,0.26520000
0.62401319,0.15480000,0.26520000
0.62400484,0.15488000,0.26520000
0.62397200,0.15488000,0.26536000
0.62394220,0.15488000,0.26544000
0.62399238,0.15488000,0.26528000
0.62390029,0.15504000,0.26544000
0.62386960,0.15512000,0.26544000
0.62383258,0.15520000,0.26544000
0.62383115,0.15528000,0.26544000
0.62382329,0.15528000,0.26560000
0.62379408,0.15528000,0.26568000
0.62377262,0.15536000,0.26576000
0.62377751,0.15536000,0.26568000
0.62359220,0.15544000,0.26632000
0.62365335,0.15544000,0.26592000
0.62355769,0.15544000,0.26640000
0.62374288,0.15544000,0.26576000
0.62359643,0.15544000,0.26624000
0.62360764,0.15544000,0.26616000
0.62361860,0.15544000,0.26608000
0.62365562,0.15544000,0.26584000
0.62362641,0.15544000,0.26600000
0.62348419,0.15552000,0.26656000
0.62343174,0.15552000,0.26664000
0.62350297,0.15552000,0.26648000
0.62351155,0.15552000,0.26640000
0.62340093,0.15552000,0.26672000
0.62337548,0.15552000,0.26680000
0.62334520,0.15552000,0.26688000
0.62329531,0.15560000,0.26696000
0.62320209,0.15560000,0.26712000
0.62315822,0.15560000,0.26720000
0.62331247,0.15560000,0.26688000
0.62320215,0.15560000,0.26704000
0.62315512,0.15560000,0.26728000
0.62315148,0.15560000,0.26736000
0.62308097,0.15568000,0.26744000
0.62303734,0.15568000,0.26760000
0.62311691,0.15568000,0.26736000
0.62304968,0.15568000,0.26752000
0.62301236,0.15576000,0.26768000
0.62299162,0.15576000,0.26776000
0.62301362,0.15576000,0.26760000
0.62296504,0.15584000,0.26776000
0.62296343,0.15584000,0.26784000
0.62280464,0.15592000,0.26864000
0.62280971,0.15592000,0.26856000
0.62287670,0.15592000,0.26824000
0.62285262,0.15592000,0.26832000
0.62291408,0.15592000,0.26792000
0.62291187,0.15592000,0.26800000
0.62295735,0.15592000,0.26784000
0.62290007,0.15592000,0.26816000
0.62290907,0.15592000,0.26808000
0.62283754,0.15592000,0.26848000
0.62284636,0.15592000,0.26840000
0.62273443,0.15600000,0.26864000
0.62273037,0.15608000,0.26864000
0.62267309,0.15616000,0.26872000
0.62268203,0.15616000,0.26864000
0.62266833,0.15616000,0.26880000
0.62261999,0.15616000,0.26896000
0.62263745,0.15616000,0.26888000
0.62260520,0.15624000,0.26896000
0.62256962,0.15632000,0.26896000
0.62245482,0.15640000,0.26928000
0.62242961,0.15640000,0.26936000
0.62246466,0.15640000,0.26920000
0.62254870,0.15640000,0.26896000
0.62247390,0.15640000,0.26912000
0.62252820,0.15640000,0.26904000
0.62238675,0.15648000,0.26944000
0.62238687,0.15648000,0.26936000
0.62238616,0.15656000,0.26944000
0.62237918,0.15656000,0.26952000
0.62237138,0.15664000,0.26952000
0.62225449,0.15672000,0.26976000
0.62226182,0.15672000,0.26968000
0.62228024,0.15672000,0.26952000
0.62227941,0.15672000,0.26960000
0.62220371,0.15680000,0.26984000
0.62220722,0.15680000,0.26976000
0.62220359,0.15688000,0.26984000
0.62220031,0.15696000,0.26992000
0.62220132,0.15696000,0.26984000
0.62216181,0.15704000,0.27008000
0.62217420,0.15704000,0.27000000
0.62219799,0.15704000,0.26992000
0.62210405,0.15712000,0.27032000
0.62215990,0.15712000,0.27008000
0.62214750,0.15712000,0.27016000
0.62213570,0.15712000,0.27024000
0.62196106,0.15720000,0.27080000
0.62207013,0.15720000,0.27032000
0.62192184,0.15720000,0.27088000
0.62189507,0.15720000,0.27096000
0.62200838,0.15720000,0.27056000
0.62204021,0.15720000,0.27040000
0.62199408,0.15720000,0.27064000
0.62200958,0.15720000,0.27048000
0.62197405,0.15720000,0.27072000
0.62189329,0.15728000,0.27096000
0.62185872,0.15736000,0.27104000
0.62184113,0.15736000,0.27128000
0.62179697,0.15736000,0.27152000
0.62184864,0.15736000,0.27120000
0.62181097,0.15736000,0.27144000
0.62186271,0.15736000,0.27096000
0.62179244,0.15736000,0.27160000
0.62182999,0.15736000,0.27136000
0.62178701,0.15744000,0.27160000
0.62169260,0.15752000,0.27200000
0.62169057,0.15752000,0.27208000
0.62177926,0.15752000,0.27168000
0.62178046,0.15752000,0.27160000
0.62170875,0.15752000,0.27192000
0.62173116,0.15752000,0.27176000
0.62172842,0.15752000,0.27184000
0.62167758,0.15760000,0.27208000
0.62166744,0.15768000,0.27208000
0.62162048,0.15768000,0.27224000
0.62163919,0.15768000,0.27216000
0.62161660,0.15776000,0.27224000
0.62160456,0.15776000,0.27232000
0.62156820,0.15784000,0.27248000
0.62157571,0.15784000,0.27240000
0.62158060,0.15784000,0.27232000
0.62150562,0.15792000,0.27272000
0.62150151,0.15792000,0.27280000
0.62154418,0.15792000,0.27256000
0.62156129,0.15792000,0.27248000
0.62149614,0.15792000,0.27288000
0.62148064,0.15792000,0.27296000
0.62154210,0.15792000,0.27264000
0.62145269,0.15800000,0.27304000
0.62148011,0.15800000,0.27296000
0.62144560,0.15808000,0.27312000
0.62144762,0.15808000,0.27304000
0.62141162,0.15816000,0.27312000
0.62137097,0.15816000,0.27320000
0.62129241,0.15824000,0.27320000
0.62128097,0.15832000,0.27328000
0.62127191,0.15832000,0.27336000
0.62129211,0.15832000,0.27320000
0.62123966,0.15840000,0.27360000
0.62126046,0.15840000,0.27336000
0.62124604,0.15840000,0.27352000
0.62124920,0.15840000,0.27344000
0.62123388,0.15848000,0.27360000
0.62118751,0.15856000,0.27368000
0.62120736,0.15856000,0.27360000
0.62116587,0.15864000,0.27384000
0.62118298,0.15864000,0.27376000
0.62118477,0.15864000,0.27368000
0.62115473,0.15872000,0.27392000
0.62116182,0.15872000,0.27384000
0.62109101,0.15880000,0.27400000
0.62109774,0.15880000,0.27392000
0.62106341,0.15888000,0.27408000
0.62107235,0.15888000,0.27400000
0.62105477,0.15896000,0.27408000
0.62104982,0.15904000,0.27408000
0.62100089,0.15912000,0.27416000
0.62100285,0.15912000,0.27408000
0.62099540,0.15920000,0.27416000
0.62098676,0.15928000,0.27416000
0.62097377,0.15936000,0.27416000
0.62096530,0.15944000,0.27416000
0.62092143,0.15944000,0.27432000
0.62089545,0.15944000,0.27448000
0.62091219,0.15944000,0.27440000
0.62094712,0.15944000,0.27424000
0.62087744,0.15952000,0.27448000
0.62087613,0.15960000,0.27448000
0.62085462,0.15968000,0.27448000
0.62079853,0.15976000,0.27464000
0.62081653,0.15976000,0.27456000
0.62084949,0.15976000,0.27448000
0.62077516,0.15984000,0.27464000
0.62077463,0.15992000,0.27464000
0.62077326,0.16000000,0.27464000
0.62074900,0.16008000,0.27464000
0.62067115,0.16016000,0.27480000
0.62074816,0.16016000,0.27464000
0.62069595,0.16016000,0.27472000
0.62066853,0.16024000,0.27480000
0.62065649,0.16032000,0.27480000
0.62064159,0.16040000,0.27488000
0.62065536,0.16040000,0.27480000
0.62064070,0.16048000,0.27488000
0.62063456,0.16048000,0.27496000
0.62053305,0.16056000,0.27520000
0.62058115,0.16056000,0.27496000
0.62053603,0.16056000,0.27512000
0.62053829,0.16056000,0.27504000
0.62044364,0.16064000,0.27520000
0.62044328,0.16072000,0.27520000
0.62041247,0.16080000,0.27520000
0.62040573,0.16080000,0.27528000
0.62037867,0.16088000,0.27536000
0.62032473,0.16088000,0.27552000
0.62039524,0.16088000,0.27528000
0.62037778,0.16088000,0.27544000
0.62029380,0.16096000,0.27552000
0.62028337,0.16096000,0.27560000
0.62026191,0.16104000,0.27560000
0.62020862,0.16112000,0.27584000
0.62021029,0.16112000,0.27576000
0.62024605,0.16112000,0.27568000
0.62024719,0.16112000,0.27560000
0.62020808,0.16120000,0.27584000
0.62019515,0.16128000,0.27584000
0.62012929,0.16136000,0.27608000
0.62014610,0.16136000,0.27600000
0.62016660,0.16136000,0.27592000
0.62017018,0.16136000,0.27584000
0.62000322,0.16144000,0.27632000
0.61995608,0.16144000,0.27656000
0.61998600,0.16144000,0.27648000
0.62007880,0.16144000,0.27616000
0.62009406,0.16144000,0.27608000
0.62000352,0.16144000,0.27624000
0.61999810,0.16144000,0.27640000
0.61994994,0.16152000,0.27664000
0.61995429,0.16152000,0.27656000
0.61994487,0.16152000,0.27672000
0.61993647,0.16160000,0.27672000
0.61992276,0.16160000,0.27680000
0.61989737,0.16160000,0.27688000
0.61989135,0.16160000,0.27696000
0.61987293,0.16168000,0.27696000
0.61986440,0.16168000,0.27704000
0.61972439,0.16176000,0.27728000
0.61974335,0.16176000,0.27712000
0.61971915,0.16176000,0.27736000
0.61985910,0.16176000,0.27704000
0.61971724,0.16176000,0.27744000
0.61973518,0.16176000,0.27720000
0.61970729,0.16184000,0.27744000
0.61967552,0.16184000,0.27760000
0.61965126,0.16184000,0.27768000
0.61960989,0.16192000,0.27800000
0.61964142,0.16192000,0.27792000
0.61965108,0.16192000,0.27768000
0.61964720,0.16192000,0.27776000
0.61964548,0.16192000,0.27784000
0.61959094,0.16192000,0.27824000
0.61959648,0.16192000,0.27816000
0.61960673,0.16192000,0.27808000
0.61957592,0.16200000,0.27824000
0.61950809,0.16208000,0.27840000
0.61956042,0.16208000,0.27824000
0.61954111,0.16208000,0.27832000
0.61950076,0.16208000,0.27848000
0.61946553,0.16208000,0.27856000
0.61944526,0.16208000,0.27864000
0.61940992,0.16216000,0.27880000
0.61943769,0.16216000,0.27864000
0.61941224,0.16216000,0.27872000
0.61936969,0.16224000,0.27880000
0.61930966,0.16232000,0.27888000
0.61930346,0.16232000,0.27896000
0.61936945,0.16232000,0.27880000
0.61927241,0.16240000,0.27896000
0.61921942,0.16248000,0.27912000
0.61924779,0.16248000,0.27904000
0.61926579,0.16248000,0.27896000
0.61920869,0.16248000,0.27920000
0.61917239,0.16256000,0.27920000
0.61915481,0.16264000,0.27920000
0.61914533,0.16264000,0.27928000
0.61914301,0.16264000,0.27936000
0.61908835,0.16272000,0.27936000
0.61907667,0.16272000,0.27944000
0.61906451,0.16280000,0.27944000
0.61906248,0.16288000,0.27944000
0.61899996,0.16296000,0.27952000
0.61906099,0.16296000,0.27944000
0.61899394,0.16296000,0.27960000
0.61898750,0.16304000,0.27960000
0.61896831,0.16312000,0.27960000
0.61893648,0.16320000,0.27960000
0.61892956,0.16320000,0.27968000
0.61889279,0.16328000,0.27968000
0.61888713,0.16336000,0.27968000
0.61885822,0.16336000,0.27976000
0.61884671,0.16336000,0.27984000
0.61881042,0.16344000,0.27984000
0.61877608,0.16352000,0.27984000
0.61864018,0.16360000,0.28032000
0.61867058,0.16360000,0.28008000
0.61870217,0.16360000,0.27984000
0.61869806,0.16360000,0.27992000
0.61866862,0.16360000,0.28016000
0.61864334,0.16360000,0.28024000
0.61868286,0.16360000,0.28000000
0.61863166,0.16368000,0.28032000
0.61857992,0.16376000,0.28040000
0.61856717,0.16376000,0.28048000
0.61858481,0.16376000,0.28032000
0.61855239,0.16384000,0.28048000
0.61853528,0.16384000,0.28056000
0.61851209,0.16392000,0.28056000
0.61849821,0.16392000,0.28064000
0.61847860,0.16392000,0.28072000
0.61846900,0.16392000,0.28080000
0.61845666,0.16400000,0.28088000
0.61845887,0.16400000,0.28080000
0.61845136,0.16400000,0.28096000
0.61841875,0.16408000,0.28104000
0.61845070,0.16408000,0.28096000
0.61841434,0.16416000,0.28104000
0.61831874,0.16416000,0.28120000
0.61824703,0.16416000,0.28128000
0.61841035,0.16416000,0.28112000
0.61822075,0.16424000,0.28128000
0.61819738,0.16432000,0.28128000
0.61817372,0.16432000,0.28136000
0.61814392,0.16432000,0.28144000
0.61811793,0.16440000,0.28168000
0.61812091,0.16440000,0.28152000
0.61812812,0.16440000,0.28144000
0.61811811,0.16440000,0.28160000
0.61808985,0.16448000,0.28176000
0.61810386,0.16448000,0.28168000
0.61804354,0.16456000,0.28184000
0.61804670,0.16456000,0.28176000
0.61801291,0.16456000,0.28192000
0.61793923,0.16464000,0.28208000
0.61801195,0.16464000,0.28192000
0.61794126,0.16464000,0.28200000
0.61791199,0.16472000,0.28216000
0.61792570,0.16472000,0.28208000
0.61789525,0.16480000,0.28216000
0.61787987,0.16488000,0.28216000
0.61782098,0.16496000,0.28216000
0.61781853,0.16504000,0.28216000
0.61780721,0.16504000,0.28224000
0.61772037,0.16512000,0.28232000
