epoch,train_loss,val_loss,val_cer,lr_last
1,2.699765239780695,2.0067431330680847,0.8705687592964368,2.8647450843757882e-06
2,1.7230325123286983,1.075498778373003,0.883871713360729,1.9635254915643062e-05
3,1.108252726954773,0.8960211910307407,0.8877635501414475,1.9635254915653528e-05
